0	0.05	100
0	0.02565	99.05321
0	0.01438	97.97401
0	0.0206	96.89247
0	0.04346	95.80766
0	0.08161	94.71928
0	0.13341	93.62815
0	0.19706	92.53474
0	0.27079	91.43956
0	0.35293	90.34284
0	0.44194	89.2449
0	0.53649	88.14589
0	0.63542	87.04596
0	0.73778	85.94532
0	0.84279	84.8439
0	0.94977	83.74194
0	1.05825	82.63941
0	1.16778	81.53637
0	1.27806	80.43286
0	1.38879	79.32891
0	1.4998	78.22458
0	1.6109	77.11986
0	1.72195	76.01475
0	1.83281	74.90932
0	1.9434	73.80364
0	2.05358	72.69788
0	2.16319	71.59232
0	2.27217	70.48699
0	2.3804	69.38195
0	2.48777	68.27718
0	2.59418	67.17266
0	2.69953	66.06828
0	2.80372	64.96419
0	2.9066	63.8603
0	3.00809	62.75663
0	3.10806	61.65311
0	3.20641	60.54977
0	3.30304	59.4466
0	3.39784	58.34364
0	3.49071	57.24082
0	3.58156	56.1382
0	3.67031	55.03571
0	3.75689	53.93342
0	3.8412	52.83132
0	3.92319	51.72937
0	4.0028	50.62762
0	4.07998	49.52602
0	4.15468	48.42468
0	4.22681	47.32354
0	4.29637	46.22258
0	4.36327	45.12189
0	4.42748	44.02144
0	4.48892	42.92126
0	4.54753	41.82141
0	4.60322	40.72184
0	4.65592	39.62265
0	4.7055	38.52383
0	4.75188	37.42542
0	4.7949	36.32747
0	4.83443	35.23002
0	4.8703	34.13313
0	4.9023	33.03687
0	4.93024	31.94125
0	4.95389	30.84639
0	4.97299	29.75238
0	4.98724	28.65929
0	4.99635	27.56719
0	4.99998	26.47628
0	4.99776	25.38657
0	4.98933	24.29825
0	4.97424	23.21151
0	4.95205	22.12643
0	4.9223	21.0432
0	4.88449	19.96195
0	4.83812	18.88297
0	4.78262	17.80654
0	4.7174	16.73299
0	4.6418	15.66284
0	4.55508	14.59662
0	4.45642	13.53501
0	4.34488	12.47889
0	4.2194	11.42928
0	4.07879	10.38742
0	3.9217	9.3551
0	3.74657	8.33439
0	3.55169	7.32825
0	3.33511	6.34063
0	3.09487	5.37726
0	2.82926	4.44662
0	2.53796	3.56233
0	2.22437	2.74636
0	1.89966	2.03032
0	1.58389	1.44585
0	1.29702	1.00245
0	1.04727	0.6807
0	0.83179	0.45005
0	0.64383	0.28451
0	0.47723	0.16643
0	0.32709	0.08439
0	0.19066	0.03181
0	0.06536	0.0047
0	0	0
0	-0.04733	0.00402
0	-0.16283	0.04891
0	-0.27548	0.13464
0	-0.38694	0.25667
0	-0.50042	0.41829
0	-0.62006	0.63036
0	-0.75049	0.91286
0	-0.89675	1.29878
0	-1.06113	1.83061
0	-1.23706	2.53496
0	-1.40889	3.38839
0	-1.56393	4.33666
0	-1.69835	5.33701
0	-1.8134	6.36674
0	-1.91165	7.41479
0	-1.99562	8.47527
0	-2.06739	9.54472
0	-2.12872	10.62104
0	-2.18105	11.70263
0	-2.22555	12.78841
0	-2.26321	13.87769
0	-2.29488	14.96974
0	-2.32125	16.06416
0	-2.34294	17.16054
0	-2.36046	18.25862
0	-2.37426	19.35816
0	-2.38474	20.45897
0	-2.39223	21.56087
0	-2.39705	22.66374
0	-2.39942	23.76745
0	-2.39962	24.87191
0	-2.3978	25.97694
0	-2.39415	27.08261
0	-2.38882	28.18864
0	-2.3819	29.29512
0	-2.37353	30.40193
0	-2.36377	31.50908
0	-2.35273	32.61649
0	-2.34045	33.72404
0	-2.32697	34.83187
0	-2.31236	35.93985
0	-2.29666	37.048
0	-2.27988	38.15622
0	-2.26203	39.26459
0	-2.24313	40.37303
0	-2.22319	41.4816
0	-2.20222	42.59023
0	-2.18022	43.69888
0	-2.15717	44.80758
0	-2.13307	45.91634
0	-2.10794	47.02514
0	-2.08177	48.13392
0	-2.05457	49.24275
0	-2.02634	50.35158
0	-1.99711	51.46041
0	-1.96691	52.56923
0	-1.93574	53.67804
0	-1.90366	54.78684
0	-1.8707	55.89561
0	-1.8369	57.00437
0	-1.80231	58.11309
0	-1.76698	59.22176
0	-1.73094	60.33039
0	-1.69425	61.43902
0	-1.65698	62.54755
0	-1.61911	63.65602
0	-1.58075	64.76448
0	-1.54188	65.8728
0	-1.50256	66.98111
0	-1.46281	68.08932
0	-1.42265	69.19744
0	-1.38211	70.30545
0	-1.34118	71.41337
0	-1.29989	72.5212
0	-1.25826	73.62895
0	-1.2163	74.73654
0	-1.17398	75.84396
0	-1.13134	76.95131
0	-1.08835	78.05847
0	-1.04501	79.16551
0	-1.0013	80.27233
0	-0.95719	81.37898
0	-0.91264	82.48545
0	-0.8676	83.59167
0	-0.82199	84.69769
0	-0.77574	85.80343
0	-0.72872	86.90888
0	-0.6808	88.01406
0	-0.63185	89.11894
0	-0.58169	90.2234
0	-0.53011	91.32749
0	-0.47691	92.43118
0	-0.42188	93.53436
0	-0.36478	94.637
0	-0.30536	95.7391
0	-0.24344	96.84059
0	-0.17876	97.94158
0	-0.11116	99.04269
0	-0.05	100
